Unnamed: 0,Airline,Source,Destination,Total_Stops,Price,Date,Month
5531,IndiGo,Kolkata,Banglore,non-stop,4804,21,6
6584,SpiceJet,Kolkata,Banglore,non-stop,3841,1,6
9900,SpiceJet,Kolkata,Banglore,1 stop,8479,9,5
6182,IndiGo,Banglore,Delhi,non-stop,4591,12,5
2376,Jet Airways,Banglore,Delhi,non-stop,7229,15,5
3238,Jet Airways,Delhi,Cochin,2 stops,11507,15,6
912,IndiGo,Kolkata,Banglore,non-stop,4804,21,5
9644,Air India,Mumbai,Hyderabad,non-stop,2050,27,3
9280,Jet Airways,Kolkata,Banglore,1 stop,7757,18,5
7926,SpiceJet,Kolkata,Banglore,non-stop,4174,15,5
9310,Air India,Delhi,Cochin,non-stop,4729,18,3
8960,Jet Airways,Kolkata,Banglore,1 stop,12681,1,4
7308,Jet Airways,Kolkata,Banglore,1 stop,10844,21,5
6635,Jet Airways,Delhi,Cochin,2 stops,15439,9,4
1427,SpiceJet,Banglore,Delhi,non-stop,4319,15,4
10469,SpiceJet,Chennai,Kolkata,non-stop,3597,27,5
479,SpiceJet,Delhi,Cochin,1 stop,6297,21,5
662,Jet Airways,Delhi,Cochin,1 stop,14714,9,6
6363,SpiceJet,Kolkata,Banglore,non-stop,3873,6,4
9572,Jet Airways,Delhi,Cochin,1 stop,11924,27,5
8649,Air Asia,Banglore,Delhi,non-stop,3383,24,6
3010,Multiple carriers,Delhi,Cochin,1 stop,13587,6,6
1121,IndiGo,Delhi,Cochin,1 stop,14871,6,3
2793,IndiGo,Kolkata,Banglore,non-stop,6064,1,6
4581,SpiceJet,Kolkata,Banglore,non-stop,3873,24,4
6202,Multiple carriers,Delhi,Cochin,1 stop,7005,15,6
5587,IndiGo,Kolkata,Banglore,non-stop,4804,1,6
7431,SpiceJet,Chennai,Kolkata,non-stop,3911,6,5
10217,IndiGo,Kolkata,Banglore,non-stop,4804,27,6
4472,Vistara,Chennai,Kolkata,non-stop,4842,24,3
8295,IndiGo,Kolkata,Banglore,1 stop,6218,12,6
5330,Jet Airways,Kolkata,Banglore,1 stop,15149,6,5
4019,Jet Airways,Kolkata,Banglore,1 stop,14571,9,6
8837,SpiceJet,Mumbai,Hyderabad,non-stop,2017,27,5
2913,Jet Airways,Kolkata,Banglore,1 stop,9663,6,5
2685,Air Asia,Kolkata,Banglore,1 stop,5192,1,5
4015,Air India,Delhi,Cochin,2 stops,13039,27,6
5879,Vistara,Banglore,New Delhi,1 stop,18387,1,3
279,IndiGo,Delhi,Cochin,non-stop,5000,24,6
7521,Air India,Kolkata,Banglore,2 stops,14508,6,5
6812,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
7836,IndiGo,Mumbai,Hyderabad,non-stop,4049,27,5
6459,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6
1700,Multiple carriers,Delhi,Cochin,1 stop,6943,27,5
9496,Multiple carriers,Delhi,Cochin,1 stop,17493,3,3
3509,SpiceJet,Delhi,Cochin,1 stop,4760,9,5
4461,SpiceJet,Chennai,Kolkata,non-stop,3543,15,5
9927,IndiGo,Chennai,Kolkata,non-stop,3858,27,3
4196,Jet Airways,Kolkata,Banglore,1 stop,10844,6,6
4935,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
6924,Air India,Kolkata,Banglore,1 stop,10203,9,5
6840,Jet Airways,Banglore,Delhi,non-stop,7229,15,6
9172,Vistara,Banglore,Delhi,non-stop,5403,9,4
8490,Air India,Banglore,Delhi,non-stop,6961,18,6
4340,GoAir,Banglore,Delhi,non-stop,3898,1,6
6247,GoAir,Delhi,Cochin,1 stop,6591,9,5
8231,Multiple carriers,Delhi,Cochin,1 stop,11265,3,3
7405,SpiceJet,Kolkata,Banglore,non-stop,6461,24,3
2221,Multiple carriers,Delhi,Cochin,1 stop,18286,3,3
8397,Air India,Delhi,Cochin,1 stop,5117,27,3
6144,IndiGo,Kolkata,Banglore,non-stop,4174,6,4
8145,Jet Airways,Mumbai,Hyderabad,non-stop,8040,1,5
184,IndiGo,Chennai,Kolkata,non-stop,3858,12,5
5603,IndiGo,Kolkata,Banglore,1 stop,4226,24,5
10034,Jet Airways,Delhi,Cochin,1 stop,10262,24,6
4561,Jet Airways,Kolkata,Banglore,1 stop,10844,12,5
2362,GoAir,Delhi,Cochin,1 stop,5135,6,4
553,Air India,Delhi,Cochin,2 stops,10598,9,3
1400,Jet Airways,Banglore,New Delhi,1 stop,11087,9,3
1387,GoAir,Delhi,Cochin,1 stop,4106,3,4
5290,IndiGo,Kolkata,Banglore,non-stop,4804,1,5
7225,Jet Airways,Kolkata,Banglore,1 stop,13067,6,5
4956,Multiple carriers,Delhi,Cochin,1 stop,9794,9,5
297,SpiceJet,Chennai,Kolkata,non-stop,3859,18,3
443,Air India,Banglore,New Delhi,1 stop,5013,15,3
6435,SpiceJet,Mumbai,Hyderabad,non-stop,2017,24,5
8194,IndiGo,Delhi,Cochin,1 stop,6206,1,6
2088,Jet Airways,Mumbai,Hyderabad,non-stop,4995,9,3
4801,Jet Airways,Kolkata,Banglore,1 stop,11134,24,3
9427,Jet Airways,Banglore,Delhi,non-stop,7229,27,6
2241,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
2860,Air India,Delhi,Cochin,2 stops,10861,9,5
2550,Jet Airways,Delhi,Cochin,2 stops,13376,3,6
6995,Jet Airways,Delhi,Cochin,2 stops,13029,27,5
8829,Vistara,Mumbai,Hyderabad,1 stop,12395,6,3
7202,IndiGo,Kolkata,Banglore,non-stop,4174,1,4
3395,IndiGo,Mumbai,Hyderabad,non-stop,2754,9,5
8246,Air India,Delhi,Cochin,1 stop,8991,12,6
2591,Jet Airways,Banglore,New Delhi,1 stop,22270,1,3
1133,Jet Airways,Kolkata,Banglore,1 stop,10844,15,5
5376,Jet Airways,Kolkata,Banglore,1 stop,8781,24,5
9543,Vistara,Delhi,Cochin,non-stop,6216,27,4
320,Jet Airways,Banglore,Delhi,non-stop,8016,27,6
1374,Multiple carriers,Delhi,Cochin,1 stop,14067,21,5
4081,IndiGo,Delhi,Cochin,1 stop,6674,6,6
8904,Air India,Kolkata,Banglore,1 stop,8891,12,5
5749,IndiGo,Delhi,Cochin,1 stop,5298,9,5
908,Multiple carriers,Delhi,Cochin,1 stop,9871,9,5
9116,Jet Airways,Delhi,Cochin,1 stop,10262,27,6
3988,Multiple carriers,Delhi,Cochin,1 stop,13377,27,6
5258,Jet Airways,Delhi,Cochin,2 stops,13344,9,6
9468,IndiGo,Delhi,Cochin,1 stop,11600,3,3
7480,SpiceJet,Mumbai,Hyderabad,non-stop,1965,27,6
8787,Vistara,Kolkata,Banglore,1 stop,11262,24,3
6799,Jet Airways,Delhi,Cochin,1 stop,6540,27,3
8935,Jet Airways,Kolkata,Banglore,1 stop,14781,15,5
927,Multiple carriers,Delhi,Cochin,1 stop,6305,27,3
6855,Multiple carriers,Delhi,Cochin,1 stop,13378,21,3
15,Air India,Delhi,Cochin,2 stops,14011,3,3
143,IndiGo,Delhi,Cochin,1 stop,6442,9,6
2375,Jet Airways,Delhi,Cochin,1 stop,10262,3,6
129,IndiGo,Chennai,Kolkata,non-stop,3597,3,6
1163,Jet Airways,Delhi,Cochin,1 stop,16289,21,5
6555,Jet Airways,Kolkata,Banglore,1 stop,14781,6,5
7183,Jet Airways,Delhi,Cochin,2 stops,10368,24,6
5776,Air India,Delhi,Cochin,2 stops,13381,24,6
5685,IndiGo,Mumbai,Hyderabad,non-stop,4784,6,3
5292,IndiGo,Delhi,Cochin,1 stop,7640,24,5
1884,Vistara,Banglore,Delhi,non-stop,5613,24,4
2500,Air India,Kolkata,Banglore,2 stops,12224,12,6
5300,IndiGo,Banglore,Delhi,non-stop,3625,21,5
9727,Jet Airways,Banglore,New Delhi,1 stop,13817,12,3
1184,GoAir,Banglore,Delhi,non-stop,3419,24,5
6846,Air India,Delhi,Cochin,non-stop,6094,27,5
10139,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6
1172,Jet Airways,Banglore,New Delhi,1 stop,8147,24,3
6886,Multiple carriers,Delhi,Cochin,1 stop,14973,3,3
2194,Jet Airways,Banglore,Delhi,non-stop,7229,21,5
7168,Multiple carriers,Delhi,Cochin,1 stop,14086,9,3
3399,IndiGo,Banglore,New Delhi,non-stop,4545,9,3
8625,Air India,Banglore,New Delhi,1 stop,9029,15,3
1867,Multiple carriers,Delhi,Cochin,1 stop,15078,9,5
5424,IndiGo,Banglore,Delhi,non-stop,4823,6,5
5326,Jet Airways,Kolkata,Banglore,1 stop,13067,21,5
5925,IndiGo,Mumbai,Hyderabad,non-stop,7417,9,3
7106,SpiceJet,Banglore,Delhi,non-stop,4423,6,4
5429,Air India,Delhi,Cochin,non-stop,6094,15,5
8245,Jet Airways,Kolkata,Banglore,1 stop,14388,6,5
6277,Jet Airways,Kolkata,Banglore,1 stop,14388,18,5
3145,Jet Airways,Kolkata,Banglore,1 stop,10844,9,5
387,SpiceJet,Mumbai,Hyderabad,non-stop,1965,18,6
1313,Air India,Mumbai,Hyderabad,non-stop,2575,24,3
1033,Multiple carriers,Delhi,Cochin,1 stop,15136,6,3
8517,SpiceJet,Mumbai,Hyderabad,non-stop,1965,18,6
9701,Multiple carriers,Delhi,Cochin,1 stop,11200,27,6
4989,Jet Airways,Kolkata,Banglore,1 stop,14151,18,5
932,Multiple carriers,Delhi,Cochin,2 stops,8620,9,3
4058,Jet Airways,Kolkata,Banglore,1 stop,13941,9,5
692,Vistara,Kolkata,Banglore,1 stop,11682,24,3
5924,Air India,Delhi,Cochin,1 stop,7174,27,6
10320,Multiple carriers,Delhi,Cochin,1 stop,9424,9,5
830,Multiple carriers,Delhi,Cochin,1 stop,7268,27,6
3528,IndiGo,Delhi,Cochin,1 stop,7164,27,5
2092,Jet Airways,Delhi,Cochin,2 stops,13292,24,6
9495,Air India,Banglore,Delhi,non-stop,6961,12,6
10069,Jet Airways,Delhi,Cochin,1 stop,10262,24,6
44,Multiple carriers,Delhi,Cochin,1 stop,13062,21,3
3976,Multiple carriers,Delhi,Cochin,1 stop,9021,9,5
6914,Jet Airways,Delhi,Cochin,2 stops,15129,27,5
7929,Air India,Banglore,Delhi,non-stop,6961,15,6
4363,SpiceJet,Kolkata,Banglore,non-stop,4622,3,3
2986,Jet Airways,Banglore,Delhi,non-stop,5769,3,6
4007,IndiGo,Delhi,Cochin,1 stop,7725,9,3
1189,Jet Airways,Delhi,Cochin,1 stop,15554,9,5
9546,Air India,Banglore,New Delhi,non-stop,12526,1,3
10509,Jet Airways,Delhi,Cochin,non-stop,9564,27,5
284,IndiGo,Kolkata,Banglore,non-stop,4804,6,5
9453,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
4200,Air India,Delhi,Cochin,1 stop,8372,27,5
3115,GoAir,Banglore,Delhi,non-stop,3898,6,6
10290,Air India,Delhi,Cochin,2 stops,12646,15,6
4603,Air India,Kolkata,Banglore,2 stops,15164,1,5
9420,Jet Airways,Kolkata,Banglore,1 stop,14388,6,5
4367,Jet Airways,Kolkata,Banglore,1 stop,10703,6,5
6148,Jet Airways,Delhi,Cochin,1 stop,14714,6,6
10215,IndiGo,Delhi,Cochin,1 stop,7503,18,5
3392,Jet Airways,Kolkata,Banglore,1 stop,14231,24,3
1407,IndiGo,Delhi,Cochin,1 stop,5054,27,5
3220,Air India,Kolkata,Banglore,3 stops,12797,6,5
5739,SpiceJet,Chennai,Kolkata,non-stop,3597,24,5
970,Air India,Delhi,Cochin,1 stop,7934,21,3
3769,Jet Airways,Kolkata,Banglore,1 stop,13941,6,5
926,Air India,Delhi,Cochin,1 stop,5022,27,3
10129,IndiGo,Banglore,New Delhi,1 stop,11873,3,3
7389,Vistara,Banglore,Delhi,non-stop,5613,21,6
4775,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6
6282,Jet Airways,Kolkata,Banglore,1 stop,14388,15,5
2869,Jet Airways,Banglore,Delhi,non-stop,5198,6,4
8776,Jet Airways,Kolkata,Banglore,1 stop,10539,12,6
8946,Jet Airways,Kolkata,Banglore,1 stop,12692,12,6
7010,Air India,Kolkata,Banglore,1 stop,8366,24,5
9445,Multiple carriers,Delhi,Cochin,1 stop,6795,6,6
8503,Air India,Delhi,Cochin,2 stops,12777,6,6
4516,GoAir,Delhi,Cochin,1 stop,10188,27,3
5752,GoAir,Delhi,Cochin,1 stop,5842,1,5
4392,IndiGo,Delhi,Cochin,1 stop,6528,21,3
8549,Multiple carriers,Delhi,Cochin,1 stop,7198,6,6
3658,IndiGo,Banglore,Delhi,non-stop,4823,3,4
1796,IndiGo,Mumbai,Hyderabad,non-stop,5755,24,5
8815,Multiple carriers,Delhi,Cochin,1 stop,9450,27,5
2070,Multiple carriers,Delhi,Cochin,1 stop,7408,15,6
7764,Jet Airways,Mumbai,Hyderabad,non-stop,5678,9,3
5270,IndiGo,Chennai,Kolkata,non-stop,3850,12,5
4052,SpiceJet,Banglore,Delhi,non-stop,3971,3,4
1911,Jet Airways,Kolkata,Banglore,1 stop,14388,1,5
4736,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
6225,Vistara,Mumbai,Hyderabad,1 stop,12395,6,3
4975,Air Asia,Kolkata,Banglore,non-stop,3807,21,6
7732,IndiGo,Kolkata,Banglore,1 stop,4226,24,5
75,Vistara,Banglore,New Delhi,non-stop,7240,9,3
2357,IndiGo,Banglore,Delhi,non-stop,3943,21,6
9323,Jet Airways,Delhi,Cochin,2 stops,12819,24,6
430,Vistara,Banglore,Delhi,non-stop,5403,12,4
4633,Multiple carriers,Delhi,Cochin,1 stop,9316,27,5
5523,Jet Airways,Banglore,New Delhi,1 stop,22270,1,3
9684,Jet Airways,Banglore,Delhi,non-stop,7229,9,6
8418,Vistara,Banglore,Delhi,non-stop,5403,24,4
8688,Vistara,Kolkata,Banglore,1 stop,8610,1,4
8420,GoAir,Kolkata,Banglore,1 stop,6945,15,5
1557,Multiple carriers,Delhi,Cochin,1 stop,7530,3,6
240,Jet Airways,Banglore,New Delhi,1 stop,13555,18,3
784,Jet Airways,Delhi,Cochin,2 stops,13292,27,6
3088,Air India,Delhi,Cochin,2 stops,11972,24,6
978,Vistara,Kolkata,Banglore,1 stop,9187,6,6
4958,Multiple carriers,Delhi,Cochin,1 stop,13377,1,6
2962,IndiGo,Delhi,Cochin,1 stop,6316,27,6
7228,Jet Airways,Banglore,Delhi,non-stop,4544,3,5
5274,Jet Airways,Kolkata,Banglore,1 stop,8849,1,4
6050,Jet Airways,Banglore,Delhi,non-stop,7229,12,4
1624,Jet Airways,Banglore,Delhi,non-stop,7754,21,6
2158,Jet Airways,Mumbai,Hyderabad,non-stop,3205,27,3
1809,IndiGo,Delhi,Cochin,non-stop,5601,21,5
2107,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6
8439,Air India,Delhi,Cochin,non-stop,6094,9,5
8531,IndiGo,Delhi,Cochin,1 stop,6582,24,6
1360,Jet Airways,Delhi,Cochin,2 stops,13292,9,6
8641,Multiple carriers,Delhi,Cochin,1 stop,13587,1,6
6754,Vistara,Kolkata,Banglore,1 stop,8452,12,6
8893,Jet Airways,Mumbai,Hyderabad,non-stop,8040,21,5
5335,Multiple carriers,Delhi,Cochin,1 stop,15603,3,3
9121,Air India,Delhi,Cochin,1 stop,8907,15,5
10605,IndiGo,Banglore,New Delhi,non-stop,6144,21,3
9337,Jet Airways,Delhi,Cochin,1 stop,10262,12,6
8169,Air Asia,Delhi,Cochin,1 stop,6152,27,5
1613,Jet Airways,Mumbai,Hyderabad,non-stop,5678,27,5
3119,Multiple carriers,Delhi,Cochin,1 stop,7038,6,6
6702,Vistara,Kolkata,Banglore,1 stop,8610,9,5
2427,Jet Airways,Kolkata,Banglore,1 stop,14781,21,5
2028,Air India,Kolkata,Banglore,2 stops,14960,12,6
6717,Jet Airways,Mumbai,Hyderabad,non-stop,5678,3,4
4166,IndiGo,Banglore,New Delhi,1 stop,6114,15,3
10464,Jet Airways,Banglore,New Delhi,1 stop,12284,18,3
3272,Air India,Delhi,Cochin,2 stops,7090,27,3
124,IndiGo,Chennai,Kolkata,non-stop,3540,12,5
7179,Jet Airways,Kolkata,Banglore,1 stop,13339,24,3
9958,Multiple carriers,Delhi,Cochin,1 stop,8937,1,6
5935,Multiple carriers,Delhi,Cochin,1 stop,7695,21,3
841,Jet Airways,Delhi,Cochin,1 stop,10262,15,6
9764,Vistara,Delhi,Cochin,non-stop,6216,27,5
3369,Jet Airways,Mumbai,Hyderabad,non-stop,4050,15,6
598,Jet Airways,Delhi,Cochin,2 stops,10368,1,6
2135,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
9151,Jet Airways,Kolkata,Banglore,1 stop,10844,6,6
7012,SpiceJet,Kolkata,Banglore,non-stop,3841,24,6
7870,Jet Airways,Delhi,Cochin,1 stop,14714,1,6
10316,IndiGo,Banglore,New Delhi,1 stop,4410,18,3
2209,Air India,Delhi,Cochin,2 stops,6057,27,3
4090,IndiGo,Delhi,Cochin,1 stop,6386,15,6
10546,Jet Airways,Kolkata,Banglore,1 stop,8586,9,5
3390,Jet Airways,Kolkata,Banglore,1 stop,8586,6,6
7655,Multiple carriers,Delhi,Cochin,1 stop,9646,15,6
726,GoAir,Delhi,Cochin,1 stop,10651,1,6
7223,Jet Airways,Kolkata,Banglore,1 stop,14151,6,6
979,IndiGo,Chennai,Kolkata,non-stop,5277,9,5
809,IndiGo,Chennai,Kolkata,non-stop,5277,3,3
10318,Jet Airways,Banglore,Delhi,non-stop,7229,6,4
1479,Jet Airways,Delhi,Cochin,2 stops,10368,15,6
7674,Multiple carriers,Delhi,Cochin,1 stop,7408,12,6
4959,Jet Airways,Kolkata,Banglore,1 stop,12692,9,6
6622,Air Asia,Kolkata,Banglore,non-stop,3807,12,6
9633,Jet Airways,Kolkata,Banglore,1 stop,7341,9,5
4983,Jet Airways,Kolkata,Banglore,1 stop,8586,21,5
9168,Multiple carriers,Delhi,Cochin,1 stop,7354,27,6
4000,IndiGo,Banglore,Delhi,non-stop,4823,3,6
8102,SpiceJet,Chennai,Kolkata,non-stop,3597,9,5
8159,Jet Airways,Delhi,Cochin,1 stop,10262,15,6
1237,IndiGo,Delhi,Cochin,1 stop,8075,27,3
1227,IndiGo,Delhi,Cochin,1 stop,6938,27,5
1771,Jet Airways,Kolkata,Banglore,1 stop,14781,6,5
7224,Vistara,Banglore,Delhi,non-stop,5613,18,4
5921,IndiGo,Banglore,Delhi,non-stop,3419,27,6
7624,Jet Airways,Kolkata,Banglore,1 stop,10844,21,5
5236,Jet Airways,Delhi,Cochin,1 stop,17024,6,3
3242,Jet Airways,Banglore,Delhi,non-stop,8016,1,6
287,Jet Airways,Delhi,Cochin,1 stop,10262,24,6
5610,Jet Airways,Kolkata,Banglore,1 stop,10844,24,5
2987,Multiple carriers,Delhi,Cochin,2 stops,15965,12,6
3189,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
10222,IndiGo,Banglore,Delhi,non-stop,3943,21,5
9469,Multiple carriers,Delhi,Cochin,1 stop,8476,18,5
1661,SpiceJet,Banglore,Delhi,non-stop,3625,27,6
1986,IndiGo,Chennai,Kolkata,non-stop,3540,27,6
2409,Vistara,Banglore,Delhi,non-stop,4878,12,5
452,Jet Airways,Delhi,Cochin,2 stops,15339,27,6
2727,IndiGo,Delhi,Cochin,1 stop,14871,3,3
8619,Jet Airways,Delhi,Cochin,1 stop,15400,3,3
3715,Jet Airways,Delhi,Cochin,1 stop,15554,9,5
422,Jet Airways,Mumbai,Hyderabad,non-stop,5678,18,5
6753,Air Asia,Kolkata,Banglore,non-stop,4508,6,6
657,Jet Airways Business,Banglore,New Delhi,1 stop,52229,1,3
3328,Multiple carriers,Delhi,Cochin,1 stop,6795,1,6
8434,Jet Airways,Delhi,Cochin,2 stops,12074,27,3
2863,IndiGo,Delhi,Cochin,1 stop,5684,24,6
6711,SpiceJet,Kolkata,Banglore,non-stop,3873,24,6
8343,Air Asia,Kolkata,Banglore,non-stop,5964,1,3
1002,IndiGo,Delhi,Cochin,1 stop,6442,24,6
4239,Multiple carriers,Delhi,Cochin,1 stop,7038,6,6
2430,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
876,Jet Airways,Banglore,Delhi,non-stop,8016,3,6
5907,Air India,Banglore,Delhi,non-stop,5228,27,5
3884,Jet Airways,Kolkata,Banglore,1 stop,10844,1,5
962,Air India,Mumbai,Hyderabad,non-stop,3100,24,5
1584,Jet Airways,Delhi,Cochin,1 stop,14714,6,6
5591,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
2218,Multiple carriers,Delhi,Cochin,1 stop,8099,15,5
10271,Jet Airways,Kolkata,Banglore,1 stop,12681,1,4
10220,Jet Airways,Banglore,Delhi,non-stop,7229,21,5
10596,Jet Airways,Delhi,Cochin,1 stop,10262,1,6
4273,Jet Airways,Delhi,Cochin,1 stop,17549,9,3
758,Jet Airways,Delhi,Cochin,2 stops,10368,3,6
4917,SpiceJet,Delhi,Cochin,1 stop,5583,6,6
2296,Multiple carriers,Delhi,Cochin,1 stop,9646,15,5
7445,Air India,Kolkata,Banglore,2 stops,15292,24,3
6448,Jet Airways,Kolkata,Banglore,1 stop,10539,6,6
4878,Air India,Kolkata,Banglore,1 stop,8891,6,5
10369,IndiGo,Kolkata,Banglore,non-stop,4148,9,3
808,Multiple carriers,Delhi,Cochin,1 stop,9275,18,5
6616,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
8464,Air India,Kolkata,Banglore,non-stop,5170,18,3
1965,Air India,Delhi,Cochin,1 stop,7258,6,6
2457,IndiGo,Banglore,New Delhi,non-stop,4377,9,3
6560,Jet Airways,Delhi,Cochin,1 stop,18581,24,6
8693,Vistara,Banglore,New Delhi,non-stop,11913,24,3
6849,Jet Airways,Delhi,Cochin,2 stops,11664,21,3
9645,Jet Airways,Mumbai,Hyderabad,non-stop,8040,3,6
2414,Jet Airways,Delhi,Cochin,2 stops,16914,6,3
7087,Jet Airways,Delhi,Cochin,1 stop,12032,27,3
1075,Jet Airways,Kolkata,Banglore,1 stop,13941,12,5
7330,Multiple carriers,Delhi,Cochin,1 stop,8073,15,5
4282,Jet Airways,Kolkata,Banglore,1 stop,13941,6,5
9046,Air Asia,Kolkata,Banglore,2 stops,5192,24,5
2103,Multiple carriers,Delhi,Cochin,1 stop,12717,24,6
4573,Vistara,Banglore,Delhi,non-stop,4878,6,6
8038,Jet Airways,Kolkata,Banglore,1 stop,10844,21,5
9778,Multiple carriers,Delhi,Cochin,1 stop,14086,9,3
8081,IndiGo,Delhi,Cochin,1 stop,6838,3,6
8285,Jet Airways,Delhi,Cochin,1 stop,14714,6,6
5717,Multiple carriers,Delhi,Cochin,1 stop,8266,12,6
7639,IndiGo,Delhi,Cochin,1 stop,6628,3,6
1004,IndiGo,Kolkata,Banglore,1 stop,6218,1,5
9699,SpiceJet,Kolkata,Banglore,1 stop,4963,9,5
9456,IndiGo,Mumbai,Hyderabad,non-stop,4049,12,3
5934,IndiGo,Delhi,Cochin,1 stop,5073,21,3
4700,SpiceJet,Banglore,Delhi,non-stop,4885,15,6
5941,IndiGo,Delhi,Cochin,1 stop,6674,6,6
1489,Jet Airways,Banglore,Delhi,non-stop,7229,9,5
9839,Air India,Kolkata,Banglore,1 stop,6117,6,6
1414,Jet Airways,Banglore,Delhi,non-stop,4030,1,5
10058,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
6667,Air India,Delhi,Cochin,1 stop,7690,18,5
710,IndiGo,Delhi,Cochin,1 stop,6416,1,6
5502,Jet Airways,Delhi,Cochin,2 stops,11507,3,6
3635,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
8047,Jet Airways,Delhi,Cochin,1 stop,14714,3,6
3098,GoAir,Delhi,Cochin,1 stop,5281,24,6
9609,Multiple carriers,Delhi,Cochin,1 stop,13937,15,5
8052,Jet Airways,Kolkata,Banglore,1 stop,10539,9,6
4142,Jet Airways,Delhi,Cochin,2 stops,20694,6,3
5715,Air India,Kolkata,Banglore,1 stop,10203,1,5
2739,Jet Airways,Kolkata,Banglore,1 stop,10844,24,5
9982,Air India,Kolkata,Banglore,2 stops,9258,1,4
1270,Multiple carriers,Delhi,Cochin,1 stop,15898,27,5
2474,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
9713,Vistara,Banglore,New Delhi,non-stop,6138,15,3
268,Air India,Chennai,Kolkata,non-stop,19630,1,3
3610,Multiple carriers,Delhi,Cochin,1 stop,13961,21,3
4800,Vistara,Delhi,Cochin,non-stop,5586,18,3
5980,Air India,Delhi,Cochin,2 stops,21571,3,3
5521,IndiGo,Banglore,New Delhi,non-stop,8855,15,3
6752,IndiGo,Banglore,Delhi,non-stop,3943,27,5
7378,SpiceJet,Kolkata,Banglore,non-stop,3815,15,3
2838,Jet Airways,Kolkata,Banglore,1 stop,11467,1,5
6074,Jet Airways,Kolkata,Banglore,1 stop,8355,9,6
589,Jet Airways,Banglore,New Delhi,1 stop,9134,15,3
8257,Jet Airways,Kolkata,Banglore,1 stop,14781,1,5
9575,IndiGo,Kolkata,Banglore,1 stop,4226,15,5
9880,Jet Airways,Banglore,Delhi,non-stop,7229,9,4
7443,IndiGo,Delhi,Cochin,1 stop,7189,21,5
8429,Jet Airways,Delhi,Cochin,1 stop,12242,27,3
2048,IndiGo,Banglore,Delhi,non-stop,3943,15,6
6100,IndiGo,Banglore,New Delhi,non-stop,6144,24,3
7044,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
2039,Multiple carriers,Delhi,Cochin,1 stop,9646,15,6
7616,IndiGo,Delhi,Cochin,1 stop,14871,3,3
677,Jet Airways,Delhi,Cochin,2 stops,13292,15,6
9606,IndiGo,Delhi,Cochin,1 stop,9709,21,3
1234,Jet Airways,Delhi,Cochin,1 stop,15554,18,5
9082,Multiple carriers,Delhi,Cochin,1 stop,7198,3,6
7932,SpiceJet,Kolkata,Banglore,non-stop,3841,6,4
8889,Air India,Banglore,New Delhi,2 stops,12935,18,3
4907,Jet Airways,Delhi,Cochin,1 stop,11822,9,4
6089,Jet Airways,Delhi,Cochin,2 stops,14300,27,6
2444,Air India,Delhi,Cochin,1 stop,8669,24,6
7062,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
6827,IndiGo,Delhi,Cochin,non-stop,6834,15,5
6734,Multiple carriers,Delhi,Cochin,1 stop,8371,27,3
9237,Air Asia,Kolkata,Banglore,non-stop,4107,21,5
897,Jet Airways,Kolkata,Banglore,1 stop,10844,24,5
1615,IndiGo,Delhi,Cochin,1 stop,5054,1,6
7240,Jet Airways,Delhi,Cochin,2 stops,13292,24,6
6156,SpiceJet,Kolkata,Banglore,non-stop,3841,1,4
1726,Jet Airways,Delhi,Cochin,1 stop,17024,6,3
3841,Jet Airways,Mumbai,Hyderabad,non-stop,8040,6,3
8902,IndiGo,Delhi,Cochin,2 stops,6494,27,3
7981,IndiGo,Delhi,Cochin,1 stop,7255,21,5
4751,Jet Airways,Banglore,New Delhi,1 stop,17471,6,3
3999,Multiple carriers,Delhi,Cochin,1 stop,17703,3,3
6054,Air India,Delhi,Cochin,non-stop,5201,18,6
8288,IndiGo,Chennai,Kolkata,non-stop,5277,15,6
891,Jet Airways,Banglore,New Delhi,1 stop,13712,6,3
5666,IndiGo,Delhi,Cochin,non-stop,4729,3,4
9598,IndiGo,Kolkata,Banglore,non-stop,4174,1,4
7677,IndiGo,Delhi,Cochin,1 stop,5894,24,6
6664,Jet Airways,Delhi,Cochin,1 stop,10262,1,6
6456,GoAir,Delhi,Cochin,1 stop,6195,24,4
8579,Air Asia,Kolkata,Banglore,non-stop,4409,12,5
7595,Jet Airways,Delhi,Cochin,2 stops,19644,18,5
2816,Jet Airways,Delhi,Cochin,2 stops,13029,18,5
