,Airline,Source,Destination,Total_Stops,Price,Date,Month
1013,Air India,Delhi,Cochin,2 stops,10231,15,6
1014,Air India,Banglore,New Delhi,1 stop,6383,21,3
1015,Air India,Delhi,Cochin,2 stops,11989,24,6
1016,IndiGo,Banglore,New Delhi,non-stop,7303,24,3
1017,Jet Airways,Banglore,Delhi,non-stop,7229,21,4
1018,Jet Airways,Mumbai,Hyderabad,non-stop,4995,21,6
1019,Multiple carriers,Delhi,Cochin,1 stop,7408,15,6
1020,Air India,Kolkata,Banglore,2 stops,14960,15,5
1021,Air Asia,Banglore,New Delhi,non-stop,4482,24,3
1022,IndiGo,Delhi,Cochin,1 stop,6442,1,6
1023,Jet Airways,Banglore,Delhi,non-stop,6144,12,5
1024,Jet Airways,Delhi,Cochin,2 stops,15129,27,5
1025,Air India,Delhi,Cochin,2 stops,10231,21,5
1026,IndiGo,Banglore,Delhi,non-stop,4823,3,4
1027,IndiGo,Banglore,Delhi,non-stop,4823,9,6
1028,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
1029,Jet Airways,Mumbai,Hyderabad,non-stop,5678,1,5
1030,Air India,Delhi,Cochin,2 stops,14483,9,3
1031,Jet Airways,Mumbai,Hyderabad,non-stop,2228,15,5
1032,Multiple carriers,Delhi,Cochin,1 stop,8018,15,6
1033,Multiple carriers,Delhi,Cochin,1 stop,15136,6,3
1034,SpiceJet,Delhi,Cochin,1 stop,5583,24,4
1035,Air India,Delhi,Cochin,2 stops,13381,12,6
1036,Air India,Banglore,New Delhi,1 stop,7932,15,3
1037,Jet Airways,Kolkata,Banglore,1 stop,7757,9,5
1038,Jet Airways,Delhi,Cochin,2 stops,13029,18,5
1039,SpiceJet,Kolkata,Banglore,non-stop,3841,9,6
1040,Air India,Banglore,New Delhi,non-stop,10216,3,3
1041,Air India,Mumbai,Hyderabad,non-stop,3100,21,5
1042,Air India,Delhi,Cochin,2 stops,8245,21,3
1043,Air India,Banglore,New Delhi,1 stop,14594,1,3
1044,Jet Airways,Delhi,Cochin,2 stops,14237,1,6
1045,Air India,Kolkata,Banglore,2 stops,13164,21,5
1046,Jet Airways,Delhi,Cochin,1 stop,14924,9,6
1047,Jet Airways,Kolkata,Banglore,1 stop,10844,21,5
1048,Jet Airways,Kolkata,Banglore,1 stop,7064,6,5
1049,Vistara,Kolkata,Banglore,1 stop,9555,24,5
1050,Multiple carriers,Delhi,Cochin,1 stop,7155,24,6
1051,Multiple carriers,Delhi,Cochin,1 stop,12192,9,6
1052,Air Asia,Delhi,Cochin,1 stop,7353,18,5
1053,IndiGo,Delhi,Cochin,1 stop,5054,27,6
1054,Multiple carriers,Delhi,Cochin,2 stops,18485,15,6
1055,Jet Airways,Kolkata,Banglore,1 stop,10844,6,6
1056,Jet Airways,Banglore,Delhi,non-stop,6144,18,5
1057,IndiGo,Mumbai,Hyderabad,non-stop,2754,1,5
1058,Multiple carriers,Delhi,Cochin,1 stop,12327,27,3
1059,SpiceJet,Kolkata,Banglore,non-stop,3841,6,5
1060,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
1062,IndiGo,Delhi,Cochin,1 stop,7318,21,5
1063,Jet Airways,Banglore,New Delhi,1 stop,16736,6,3
1064,IndiGo,Delhi,Cochin,1 stop,6195,9,6
1065,SpiceJet,Mumbai,Hyderabad,non-stop,2753,6,6
1066,SpiceJet,Chennai,Kolkata,non-stop,3807,24,3
1067,Jet Airways,Delhi,Cochin,2 stops,20064,3,3
1068,IndiGo,Delhi,Cochin,non-stop,5406,21,6
1069,Air India,Delhi,Cochin,2 stops,10441,1,6
1070,Jet Airways,Kolkata,Banglore,1 stop,8066,6,5
1071,Air India,Banglore,Delhi,non-stop,6961,27,6
1072,Vistara,Delhi,Cochin,non-stop,5586,21,3
1073,Air India,Delhi,Cochin,1 stop,7384,1,6
1074,Jet Airways,Banglore,New Delhi,1 stop,20800,1,3
1075,Jet Airways,Kolkata,Banglore,1 stop,13941,12,5
1076,Jet Airways,Banglore,Delhi,non-stop,5198,3,5
1077,SpiceJet,Chennai,Kolkata,non-stop,3807,18,3
1078,Multiple carriers,Delhi,Cochin,1 stop,13838,3,3
1079,Air India,Delhi,Cochin,2 stops,11185,24,6
1080,Jet Airways,Banglore,Delhi,non-stop,7229,21,6
1081,Jet Airways,Delhi,Cochin,1 stop,10262,12,6
1082,Air Asia,Kolkata,Banglore,non-stop,4384,9,3
1083,Jet Airways,Delhi,Cochin,2 stops,12819,27,6
1084,Jet Airways,Kolkata,Banglore,1 stop,7757,6,5
1085,Air India,Delhi,Cochin,1 stop,7174,21,4
1086,IndiGo,Delhi,Cochin,1 stop,6674,1,6
1087,IndiGo,Mumbai,Hyderabad,non-stop,2227,18,5
1088,Jet Airways,Delhi,Cochin,2 stops,13014,12,6
1089,IndiGo,Mumbai,Hyderabad,non-stop,3175,21,3
1090,IndiGo,Kolkata,Banglore,non-stop,6565,1,3
1091,Jet Airways,Kolkata,Banglore,1 stop,12681,1,4
1092,Vistara,Chennai,Kolkata,non-stop,3687,1,6
1093,Jet Airways,Mumbai,Hyderabad,non-stop,3210,15,6
1094,IndiGo,Kolkata,Banglore,non-stop,4778,6,3
1095,Multiple carriers,Delhi,Cochin,1 stop,10877,3,6
1096,Vistara,Kolkata,Banglore,1 stop,9187,24,5
1097,Air India,Banglore,New Delhi,1 stop,6850,15,3
1098,Jet Airways,Kolkata,Banglore,1 stop,14781,12,5
1099,Air India,Kolkata,Banglore,2 stops,13227,6,5
1100,Vistara,Banglore,Delhi,non-stop,4668,9,5
1101,Jet Airways,Kolkata,Banglore,1 stop,14178,24,5
1102,Jet Airways,Kolkata,Banglore,1 stop,8066,6,5
1103,IndiGo,Banglore,Delhi,non-stop,3943,6,5
1104,Multiple carriers,Delhi,Cochin,1 stop,11200,1,6
1105,Jet Airways,Kolkata,Banglore,1 stop,8586,18,5
1106,Jet Airways,Kolkata,Banglore,1 stop,13044,12,6
1107,Multiple carriers,Delhi,Cochin,1 stop,8099,3,6
1108,Jet Airways,Delhi,Cochin,1 stop,10262,15,6
1109,Multiple carriers,Delhi,Cochin,2 stops,18275,24,6
1110,Multiple carriers,Delhi,Cochin,1 stop,8475,27,5
1111,SpiceJet,Kolkata,Banglore,non-stop,3873,6,4
1112,IndiGo,Mumbai,Hyderabad,non-stop,2227,21,6
1113,Jet Airways,Delhi,Cochin,2 stops,16389,6,3
1114,Air India,Banglore,Delhi,non-stop,5228,3,5
1115,Air India,Banglore,New Delhi,1 stop,5092,21,3
1116,IndiGo,Banglore,New Delhi,non-stop,4777,9,3
1117,Air Asia,Banglore,New Delhi,non-stop,3383,24,3
1118,Vistara,Kolkata,Banglore,1 stop,8452,21,5
1119,IndiGo,Banglore,Delhi,non-stop,3943,27,5
1120,Air India,Mumbai,Hyderabad,non-stop,3100,24,6
1121,IndiGo,Delhi,Cochin,1 stop,14871,6,3
1122,Jet Airways,Banglore,Delhi,non-stop,8016,21,6
1123,Multiple carriers,Delhi,Cochin,1 stop,11789,12,6
1124,Multiple carriers,Delhi,Cochin,1 stop,10529,15,5
1125,Air Asia,Banglore,New Delhi,non-stop,5615,15,3
1126,SpiceJet,Kolkata,Banglore,1 stop,4649,6,6
1127,Air India,Kolkata,Banglore,2 stops,12723,9,6
1128,Jet Airways,Kolkata,Banglore,1 stop,10844,24,5
1129,Jet Airways,Delhi,Cochin,1 stop,14714,3,6
1130,Vistara,Delhi,Cochin,non-stop,6216,12,6
1131,IndiGo,Kolkata,Banglore,non-stop,4148,15,3
1132,IndiGo,Delhi,Cochin,1 stop,5647,6,3
1133,Jet Airways,Kolkata,Banglore,1 stop,10844,15,5
1134,IndiGo,Delhi,Cochin,1 stop,6818,9,5
1135,Air India,Delhi,Cochin,2 stops,13643,27,5
1136,Multiple carriers,Delhi,Cochin,1 stop,6358,27,3
1137,Jet Airways,Delhi,Cochin,1 stop,14714,1,6
1138,SpiceJet,Delhi,Cochin,1 stop,6460,21,4
1139,Jet Airways,Kolkata,Banglore,1 stop,9663,12,5
1140,Jet Airways,Kolkata,Banglore,1 stop,13941,21,5
1141,Jet Airways,Delhi,Cochin,1 stop,5963,27,3
1142,Jet Airways,Delhi,Cochin,2 stops,13014,15,6
1143,Jet Airways,Kolkata,Banglore,1 stop,9663,9,5
1144,IndiGo,Banglore,Delhi,non-stop,4423,6,4
1145,Jet Airways,Delhi,Cochin,2 stops,21219,6,5
1146,IndiGo,Delhi,Cochin,1 stop,7503,24,5
1147,IndiGo,Kolkata,Banglore,non-stop,4804,24,6
1148,Jet Airways,Delhi,Cochin,2 stops,15129,9,5
1149,Multiple carriers,Delhi,Cochin,2 stops,6197,27,3
1150,SpiceJet,Chennai,Kolkata,non-stop,3597,27,5
1151,Multiple carriers,Delhi,Cochin,1 stop,9100,27,3
1152,Jet Airways,Mumbai,Hyderabad,non-stop,4050,1,6
1153,Multiple carriers,Delhi,Cochin,1 stop,7723,6,6
1154,Jet Airways,Delhi,Cochin,2 stops,15129,9,5
1155,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
1156,IndiGo,Banglore,Delhi,non-stop,4591,3,5
1157,SpiceJet,Chennai,Kolkata,non-stop,6300,9,3
1158,Air India,Banglore,New Delhi,non-stop,5176,24,3
1159,Multiple carriers,Delhi,Cochin,1 stop,12717,15,6
1160,Air India,Chennai,Kolkata,non-stop,4405,18,3
1161,SpiceJet,Delhi,Cochin,1 stop,6749,21,4
1162,Jet Airways,Kolkata,Banglore,1 stop,7064,12,5
1163,Jet Airways,Delhi,Cochin,1 stop,16289,21,5
1164,IndiGo,Chennai,Kolkata,non-stop,6297,15,3
1165,Jet Airways,Mumbai,Hyderabad,non-stop,5678,12,5
1166,Jet Airways,Kolkata,Banglore,1 stop,14388,1,5
1167,Jet Airways,Banglore,Delhi,non-stop,7229,18,4
1168,IndiGo,Kolkata,Banglore,1 stop,9806,24,3
1169,IndiGo,Delhi,Cochin,1 stop,6195,6,6
1170,Jet Airways,Kolkata,Banglore,1 stop,13044,12,6
1171,Jet Airways,Delhi,Cochin,2 stops,13882,27,6
1172,Jet Airways,Banglore,New Delhi,1 stop,8147,24,3
1173,Air India,Delhi,Cochin,2 stops,8052,9,4
1174,Jet Airways,Kolkata,Banglore,1 stop,14781,1,5
1175,Jet Airways,Kolkata,Banglore,1 stop,14151,24,5
1176,IndiGo,Kolkata,Banglore,1 stop,6704,18,5
1177,Jet Airways,Kolkata,Banglore,1 stop,9663,1,5
1178,IndiGo,Kolkata,Banglore,non-stop,4462,18,3
1179,Jet Airways,Delhi,Cochin,2 stops,8367,21,3
1180,Jet Airways,Delhi,Cochin,2 stops,13376,9,6
1181,Jet Airways,Kolkata,Banglore,1 stop,13067,21,5
1182,IndiGo,Kolkata,Banglore,non-stop,5224,21,5
1183,Multiple carriers,Delhi,Cochin,1 stop,13542,21,3
1184,GoAir,Banglore,Delhi,non-stop,3419,24,5
1185,Multiple carriers,Delhi,Cochin,2 stops,10444,6,3
1186,IndiGo,Kolkata,Banglore,non-stop,4804,1,6
1187,Jet Airways,Mumbai,Hyderabad,non-stop,4995,21,5
1188,SpiceJet,Delhi,Cochin,1 stop,4957,27,4
1189,Jet Airways,Delhi,Cochin,1 stop,15554,9,5
1190,Jet Airways,Kolkata,Banglore,1 stop,9663,1,5
1191,Jet Airways,Kolkata,Banglore,1 stop,14151,18,5
1192,IndiGo,Delhi,Cochin,non-stop,5601,6,6
1193,Multiple carriers,Delhi,Cochin,1 stop,7787,15,5
1194,Air India,Banglore,New Delhi,1 stop,5092,21,3
1195,Jet Airways,Kolkata,Banglore,1 stop,10844,6,6
1196,Multiple carriers,Delhi,Cochin,2 stops,23583,9,3
1197,Air India,Kolkata,Banglore,2 stops,10676,12,5
1198,SpiceJet,Kolkata,Banglore,1 stop,10156,6,6
1199,Air Asia,Delhi,Cochin,1 stop,8627,6,3
1200,Air Asia,Kolkata,Banglore,non-stop,4409,21,5
1201,Multiple carriers,Delhi,Cochin,1 stop,9646,18,5
1202,Jet Airways,Banglore,New Delhi,1 stop,13817,12,3
1203,Air India,Delhi,Cochin,2 stops,13538,9,5
1204,Air India,Kolkata,Banglore,2 stops,9416,9,5
1205,Jet Airways,Banglore,Delhi,non-stop,7229,27,4
1206,Air India,Kolkata,Banglore,1 stop,10203,1,5
1207,IndiGo,Delhi,Cochin,1 stop,6778,21,5
1208,IndiGo,Mumbai,Hyderabad,non-stop,2754,15,6
1209,Air India,Kolkata,Banglore,2 stops,10991,1,5
1210,Vistara,Banglore,Delhi,non-stop,4668,27,5
1211,SpiceJet,Delhi,Cochin,1 stop,5726,3,6
1212,Air India,Kolkata,Banglore,2 stops,14960,12,6
1213,Air India,Delhi,Cochin,1 stop,7480,21,5
1214,Air Asia,Kolkata,Banglore,non-stop,4107,21,5
1215,Jet Airways,Kolkata,Banglore,1 stop,11467,1,5
1216,IndiGo,Delhi,Cochin,1 stop,5796,27,4
1217,Jet Airways,Delhi,Cochin,1 stop,10262,6,6
1218,Air India,Delhi,Cochin,3 stops,11543,27,6
1219,IndiGo,Delhi,Cochin,1 stop,5298,24,4
1220,Air Asia,Delhi,Cochin,1 stop,6451,27,4
1221,Air India,Kolkata,Banglore,non-stop,6245,9,6
1222,Jet Airways,Mumbai,Hyderabad,non-stop,2071,27,3
1223,IndiGo,Kolkata,Banglore,non-stop,4804,15,5
1224,Multiple carriers,Delhi,Cochin,1 stop,7005,27,6
1225,Jet Airways,Banglore,New Delhi,1 stop,12284,18,3
1226,Air India,Kolkata,Banglore,1 stop,10203,9,5
1227,IndiGo,Delhi,Cochin,1 stop,6938,27,5
1228,Multiple carriers,Delhi,Cochin,1 stop,13377,12,6
1229,Multiple carriers,Delhi,Cochin,1 stop,9779,1,6
1230,Air India,Chennai,Kolkata,non-stop,4667,15,5
1231,Jet Airways,Banglore,Delhi,non-stop,4544,3,4
1232,Jet Airways,Delhi,Cochin,1 stop,16079,27,6
1233,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
1234,Jet Airways,Delhi,Cochin,1 stop,15554,18,5
1235,SpiceJet,Chennai,Kolkata,non-stop,3543,18,5
1236,Air India,Banglore,Delhi,non-stop,6121,18,4
1237,IndiGo,Delhi,Cochin,1 stop,8075,27,3
1238,Multiple carriers,Delhi,Cochin,1 stop,13377,3,6
1239,Jet Airways,Kolkata,Banglore,1 stop,14571,24,5
1240,SpiceJet,Banglore,Delhi,non-stop,3919,24,4
1241,Jet Airways,Kolkata,Banglore,1 stop,14231,24,3
1242,IndiGo,Mumbai,Hyderabad,non-stop,2754,15,3
1243,Air India,Delhi,Cochin,1 stop,8067,21,5
1244,Vistara,Kolkata,Banglore,1 stop,8452,6,5
1245,Jet Airways,Banglore,New Delhi,1 stop,15025,6,3
1246,Jet Airways,Banglore,New Delhi,1 stop,26890,1,3
1247,Jet Airways,Delhi,Cochin,1 stop,15103,6,3
1248,Jet Airways,Kolkata,Banglore,1 stop,8586,24,5
1249,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6
1250,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
1251,Jet Airways,Kolkata,Banglore,1 stop,8586,12,5
1252,Multiple carriers,Delhi,Cochin,1 stop,11622,9,6
1253,Air India,Delhi,Cochin,2 stops,13538,6,5
1254,Jet Airways,Delhi,Cochin,2 stops,13014,1,6
1255,Jet Airways,Kolkata,Banglore,1 stop,13941,9,5
1256,Jet Airways,Kolkata,Banglore,1 stop,14151,18,5
1257,Multiple carriers,Delhi,Cochin,1 stop,13542,21,3
1258,IndiGo,Delhi,Cochin,1 stop,6558,21,3
1259,Air Asia,Kolkata,Banglore,1 stop,5192,18,5
1260,Vistara,Banglore,Delhi,non-stop,4878,1,6
1261,Jet Airways,Delhi,Cochin,1 stop,12898,27,5
1262,Air India,Delhi,Cochin,1 stop,7384,9,6
1263,GoAir,Banglore,Delhi,non-stop,3898,3,5
1264,Air Asia,Banglore,Delhi,non-stop,3383,6,5
1265,IndiGo,Delhi,Cochin,1 stop,6093,24,6
1266,Multiple carriers,Delhi,Cochin,1 stop,12192,12,6
1267,Multiple carriers,Delhi,Cochin,1 stop,6795,12,6
1268,Jet Airways,Banglore,New Delhi,1 stop,11455,18,3
1269,IndiGo,Chennai,Kolkata,non-stop,3540,1,6
1270,Multiple carriers,Delhi,Cochin,1 stop,15898,27,5
1271,Multiple carriers,Delhi,Cochin,1 stop,9718,3,6
1272,GoAir,Kolkata,Banglore,1 stop,7831,15,5
1273,IndiGo,Delhi,Cochin,1 stop,6416,3,6
1274,Vistara,Chennai,Kolkata,non-stop,3739,27,3
1275,Vistara,Kolkata,Banglore,1 stop,8085,6,5
1276,IndiGo,Banglore,Delhi,non-stop,4823,3,5
1277,Jet Airways,Delhi,Cochin,2 stops,13376,9,6
1278,Vistara,Kolkata,Banglore,1 stop,8452,15,5
1279,Jet Airways,Kolkata,Banglore,1 stop,10844,6,6
1280,Vistara,Delhi,Cochin,non-stop,4851,27,3
1281,Multiple carriers,Delhi,Cochin,1 stop,6795,15,6
1282,IndiGo,Banglore,Delhi,non-stop,4823,18,5
1283,Jet Airways,Delhi,Cochin,1 stop,10577,9,6
1284,Jet Airways,Delhi,Cochin,1 stop,12032,27,3
1285,Air Asia,Delhi,Cochin,1 stop,9330,1,6
1286,Vistara,Kolkata,Banglore,1 stop,8977,1,4
1287,Multiple carriers,Delhi,Cochin,1 stop,7005,1,6
1288,Jet Airways,Kolkata,Banglore,1 stop,10844,18,5
1289,Multiple carriers,Delhi,Cochin,1 stop,12192,24,6
1290,Air India,Banglore,New Delhi,non-stop,4441,24,3
1291,Multiple carriers,Delhi,Cochin,1 stop,7575,9,5
1292,IndiGo,Kolkata,Banglore,non-stop,4804,21,6
1293,SpiceJet,Chennai,Kolkata,non-stop,3597,6,6
1294,Air India,Kolkata,Banglore,1 stop,10413,6,6
1295,Jet Airways,Banglore,Delhi,non-stop,8016,9,6
1296,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6
1297,Jet Airways,Kolkata,Banglore,1 stop,9663,12,5
1298,IndiGo,Delhi,Cochin,1 stop,6069,18,5
1299,IndiGo,Delhi,Cochin,1 stop,6442,27,5
1300,Multiple carriers,Delhi,Cochin,1 stop,13587,1,6
1301,Air India,Mumbai,Hyderabad,non-stop,3100,9,5
1302,Jet Airways,Kolkata,Banglore,1 stop,14781,21,5
1303,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
1304,IndiGo,Kolkata,Banglore,non-stop,4804,18,6
1305,SpiceJet,Kolkata,Banglore,non-stop,4174,15,4
1306,IndiGo,Banglore,Delhi,non-stop,4591,24,5
1307,Jet Airways,Kolkata,Banglore,1 stop,9663,6,5
1308,Multiple carriers,Delhi,Cochin,1 stop,8266,15,5
1309,IndiGo,Banglore,Delhi,non-stop,4823,6,5
1310,Air India,Delhi,Cochin,non-stop,6094,21,5
1311,Jet Airways,Kolkata,Banglore,1 stop,14178,24,5
1312,Jet Airways,Delhi,Cochin,2 stops,13376,9,6
1313,Air India,Mumbai,Hyderabad,non-stop,2575,24,3
1314,Vistara,Mumbai,Hyderabad,1 stop,12395,6,3
1315,IndiGo,Delhi,Cochin,1 stop,10351,27,3
1316,Air Asia,Kolkata,Banglore,1 stop,5192,21,5
1317,Multiple carriers,Delhi,Cochin,1 stop,7670,15,5
1318,Air India,Banglore,New Delhi,2 stops,11161,18,3
1319,Jet Airways,Kolkata,Banglore,1 stop,14151,24,5
1320,IndiGo,Kolkata,Banglore,1 stop,4775,6,5
1321,Air India,Delhi,Cochin,2 stops,12865,6,3
1322,Air India,Mumbai,Hyderabad,non-stop,5462,6,3
1323,SpiceJet,Delhi,Cochin,1 stop,8382,9,3
1324,Jet Airways,Banglore,Delhi,non-stop,4544,24,4
1325,Jet Airways,Banglore,Delhi,non-stop,4544,1,4
1326,Jet Airways,Kolkata,Banglore,1 stop,14781,18,5
1327,SpiceJet,Delhi,Cochin,1 stop,5158,27,5
1328,Jet Airways,Mumbai,Hyderabad,non-stop,5678,21,3
1329,Jet Airways,Delhi,Cochin,2 stops,18804,9,6
1330,IndiGo,Mumbai,Hyderabad,non-stop,4049,3,6
1331,IndiGo,Kolkata,Banglore,non-stop,6565,24,3
1332,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
1333,Air India,Banglore,New Delhi,non-stop,4441,18,3
1334,SpiceJet,Chennai,Kolkata,non-stop,3597,18,5
1335,Jet Airways,Mumbai,Hyderabad,non-stop,5678,18,6
1336,Air India,Delhi,Cochin,2 stops,10660,9,3
1337,Jet Airways,Banglore,Delhi,non-stop,4544,21,4
1338,IndiGo,Banglore,Delhi,non-stop,4823,24,5
1339,Air India,Kolkata,Banglore,2 stops,14214,9,5
1340,Jet Airways,Kolkata,Banglore,1 stop,14781,1,5
1341,Multiple carriers,Delhi,Cochin,1 stop,23533,1,3
1342,Jet Airways,Delhi,Cochin,1 stop,14053,9,3
1343,Jet Airways,Delhi,Cochin,1 stop,10262,27,6
1344,IndiGo,Banglore,Delhi,non-stop,4823,21,6
1345,Air India,Delhi,Cochin,1 stop,8361,18,5
1346,Air India,Delhi,Cochin,2 stops,10493,9,6
1347,Multiple carriers,Delhi,Cochin,1 stop,17057,3,3
1349,IndiGo,Delhi,Cochin,1 stop,5883,12,6
1350,Jet Airways,Delhi,Cochin,1 stop,12898,21,5
1351,Jet Airways,Delhi,Cochin,1 stop,16079,21,5
1352,Multiple carriers,Delhi,Cochin,1 stop,10678,12,6
1353,Air India,Banglore,New Delhi,2 stops,20999,1,3
1354,IndiGo,Banglore,New Delhi,1 stop,6575,21,3
1355,Jet Airways,Delhi,Cochin,2 stops,15129,21,5
1356,Jet Airways,Kolkata,Banglore,1 stop,10844,6,6
1357,Air India,Banglore,New Delhi,1 stop,11654,3,3
1358,IndiGo,Kolkata,Banglore,1 stop,5069,1,4
1359,Air India,Banglore,Delhi,non-stop,5176,1,4
1360,Jet Airways,Delhi,Cochin,2 stops,13292,9,6
1361,IndiGo,Delhi,Cochin,1 stop,6386,6,6
1362,Jet Airways,Delhi,Cochin,2 stops,15129,21,5
1363,Air India,Kolkata,Banglore,non-stop,4435,6,3
1364,IndiGo,Banglore,Delhi,non-stop,4591,18,5
1365,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
1366,IndiGo,Kolkata,Banglore,non-stop,4174,12,4
1367,Multiple carriers,Delhi,Cochin,1 stop,6148,27,3
1368,Multiple carriers,Delhi,Cochin,1 stop,9149,27,5
1369,Multiple carriers,Delhi,Cochin,2 stops,6128,27,3
1370,IndiGo,Delhi,Cochin,1 stop,6412,27,3
1371,Multiple carriers,Delhi,Cochin,1 stop,8073,18,5
1372,Jet Airways,Delhi,Cochin,non-stop,4256,24,6
1373,Air India,Kolkata,Banglore,2 stops,14634,12,5
1374,Multiple carriers,Delhi,Cochin,1 stop,14067,21,5
1375,IndiGo,Kolkata,Banglore,non-stop,4804,6,5
1376,SpiceJet,Kolkata,Banglore,non-stop,4911,21,4
1377,IndiGo,Delhi,Cochin,1 stop,6412,9,6
1378,SpiceJet,Chennai,Kolkata,non-stop,3543,15,6
1379,IndiGo,Chennai,Kolkata,non-stop,3858,6,6
1380,Air India,Kolkata,Banglore,2 stops,9941,15,5
1381,Jet Airways,Banglore,Delhi,non-stop,7229,9,4
1382,GoAir,Banglore,New Delhi,1 stop,8352,3,3
1383,Jet Airways,Kolkata,Banglore,1 stop,14151,12,5
1384,Multiple carriers,Delhi,Cochin,1 stop,6795,6,6
1385,IndiGo,Kolkata,Banglore,non-stop,4804,3,5
1386,Air India,Delhi,Cochin,1 stop,6587,6,6
1387,GoAir,Delhi,Cochin,1 stop,4106,3,4
1388,Air India,Kolkata,Banglore,non-stop,5510,18,4
1389,Jet Airways,Delhi,Cochin,2 stops,15129,9,5
1390,Jet Airways,Delhi,Cochin,2 stops,13029,9,5
1391,IndiGo,Delhi,Cochin,1 stop,6582,15,6
1392,Multiple carriers,Delhi,Cochin,1 stop,5797,27,6
1393,Jet Airways,Kolkata,Banglore,1 stop,12692,12,6
1394,SpiceJet,Chennai,Kolkata,non-stop,3332,27,3
1395,Air India,Kolkata,Banglore,2 stops,10151,9,6
1396,IndiGo,Delhi,Cochin,1 stop,5046,6,4
1397,Air India,Delhi,Cochin,1 stop,8907,15,6
1398,Air India,Banglore,Delhi,non-stop,5228,6,5
1399,IndiGo,Delhi,Cochin,1 stop,13753,3,3
1400,Jet Airways,Banglore,New Delhi,1 stop,11087,9,3
1401,Jet Airways,Kolkata,Banglore,1 stop,14781,18,5
1402,IndiGo,Kolkata,Banglore,non-stop,5224,6,5
1403,Jet Airways,Banglore,Delhi,non-stop,3702,6,5
1404,IndiGo,Mumbai,Hyderabad,non-stop,2754,18,3
1405,Air Asia,Banglore,Delhi,non-stop,3383,24,5
1406,Air India,Banglore,Delhi,non-stop,5228,15,4
1407,IndiGo,Delhi,Cochin,1 stop,5054,27,5
1408,Jet Airways,Banglore,New Delhi,1 stop,13555,18,3
1409,Multiple carriers,Delhi,Cochin,1 stop,7408,1,6
1410,IndiGo,Kolkata,Banglore,non-stop,5224,24,5
1411,IndiGo,Banglore,New Delhi,1 stop,9694,1,3
1412,IndiGo,Delhi,Cochin,1 stop,7318,21,3
1413,IndiGo,Delhi,Cochin,1 stop,5054,21,5
1414,Jet Airways,Banglore,Delhi,non-stop,4030,1,5
1415,Jet Airways,Banglore,New Delhi,1 stop,16736,6,3
1416,Air India,Mumbai,Hyderabad,non-stop,2050,18,3
1417,Air India,Mumbai,Hyderabad,2 stops,9977,12,3
1419,IndiGo,Delhi,Cochin,1 stop,6755,9,3
1420,Jet Airways,Banglore,Delhi,non-stop,3502,15,5
1421,Air India,Banglore,Delhi,non-stop,6961,24,6
1422,Jet Airways,Banglore,Delhi,non-stop,4544,9,4
1423,SpiceJet,Kolkata,Banglore,non-stop,3841,18,5
1424,Jet Airways,Mumbai,Hyderabad,2 stops,24115,6,3
1425,Vistara,Kolkata,Banglore,1 stop,9502,24,5
1426,Air India,Mumbai,Hyderabad,non-stop,3100,1,4
1427,SpiceJet,Banglore,Delhi,non-stop,4319,15,4
1428,IndiGo,Mumbai,Hyderabad,non-stop,2227,1,5
1429,SpiceJet,Kolkata,Banglore,non-stop,5831,24,3
1430,IndiGo,Kolkata,Banglore,non-stop,4804,9,6
1431,IndiGo,Delhi,Cochin,1 stop,5458,6,6
1432,Jet Airways,Banglore,Delhi,non-stop,7229,9,6
1433,Jet Airways,Kolkata,Banglore,1 stop,14571,6,6
1434,SpiceJet,Banglore,Delhi,non-stop,3919,9,6
1435,Multiple carriers,Delhi,Cochin,1 stop,6916,9,3
1436,Jet Airways,Delhi,Cochin,1 stop,6960,27,3
1437,Jet Airways,Banglore,New Delhi,1 stop,16757,6,3
1438,IndiGo,Delhi,Cochin,1 stop,14871,6,3
1439,IndiGo,Delhi,Cochin,1 stop,5054,12,6
1440,Air India,Delhi,Cochin,2 stops,12488,3,6
1441,IndiGo,Banglore,Delhi,non-stop,4823,15,4
1442,Air India,Delhi,Cochin,2 stops,14483,9,3
1443,Air India,Delhi,Cochin,2 stops,11989,24,6
1444,Jet Airways,Delhi,Cochin,1 stop,16079,21,5
1445,Jet Airways,Kolkata,Banglore,1 stop,13067,6,5
1446,IndiGo,Delhi,Cochin,1 stop,6818,12,6
1447,Jet Airways,Kolkata,Banglore,1 stop,13941,12,5
1448,Multiple carriers,Delhi,Cochin,1 stop,12927,24,6
1449,IndiGo,Kolkata,Banglore,non-stop,4804,15,5
1450,Jet Airways,Delhi,Cochin,1 stop,5406,1,4
1451,IndiGo,Delhi,Cochin,1 stop,7318,21,3
1452,IndiGo,Chennai,Kolkata,non-stop,3384,21,3
1453,Air Asia,Delhi,Cochin,1 stop,11410,3,6
